name,country_codes,countries
N.T. & B. CO. LTD.,RUS,Russia
MELL INTERNATIONAL LTD.,RUS,Russia
MAYFLOWER INCORPORATED,RUS,Russia
CRISPIN CORPORATION,RUS,Russia
NOKIA LTD.,RUS,Russia
NORTROYD INC.,RUS,Russia
ANDARD GROUP S.A.,RUS,Russia
ALLEYN HANDELS GMBH,RUS,Russia
VARIOSONIC INDUSTRIES LTD.,RUS,Russia
WELDING COMMUNICATIONS INC.,RUS,Russia
TERRATEST WERKE GMBH,RUS,Russia
CRICK SERVICES S.A.,RUS,Russia
APOLLON TRADING INC.,RUS,Russia
MULTYBRANCH CONCERN POLICORN INCORPORATED,RUS,Russia
INTERNATIONAL RENOVATION SERVICES LIMITED,RUS,Russia
YOLANDA ENTERPRISES LTD.,RUS,Russia
SELGAS INCORPORATED,RUS,Russia
ADVENTA GROUP LTD.,RUS,Russia
ELWORTH HOLDINGS LTD.,RUS,Russia
TOFT INVESTMENTS INC.,RUS,Russia
FREARSON ENTERPRISES LIMITED,RUS,Russia
EASTLEIGH ENTERPRISES LTD.,RUS,Russia
WEST GROUP CORPORATION,RUS,Russia
TAMBERLAND LIMITED,RUS,Russia
NORTH EUROPEAN LIMITED,RUS,Russia
S & L INTERNATIONAL LIMITED,RUS,Russia
TORONTO ENTERPRISES CORP.,RUS,Russia
"ALKAROS MOTORS AB, SOLNA LTD.",RUS,Russia
GOFREY TRADING LIMITED,RUS,Russia
ZEALAN SERVICES LIMITED,RUS,Russia
MUMFORD TRADING S.A.,RUS,Russia
DIRK MANAGEMENT INC.,RUS,Russia
KENNY PROPERTIES S.A.A,RUS,Russia
A & B GROUP S.A.,RUS,Russia
BREDIN ENTERPRISES LIMITED,RUS,Russia
LYONNAIS ASSETS LTD.,RUS,Russia
WHIPPET INVESTMENTS INC.,RUS,Russia
ERROL INTERNATIONAL INC.,RUS,Russia
BELLOWS ENTERPRISES LTD.,RUS,Russia
MOVA TRADING LIMITED,RUS,Russia
FOGLEY INTERNATIONAL INCORPORATED,RUS,Russia
DORIAN LIMITED,RUS,Russia
ANDERSEN GROUP INC.,RUS,Russia
WESTFORT TRADING LIMITED,RUS,Russia
UMBERSTON INCORPORATED,RUS,Russia
WORMS UNION GROUP LTD.,RUS,Russia
INGEL CORPORATION,RUS,Russia
MONOLITH INTERNATIONAL LTD.,RUS,Russia
BARSTON TRADING CORP.,RUS,Russia
AI SYSTEMS LTD.,RUS,Russia
GRIFF METALL TRADE TRANSPORT LTD.,RUS,Russia
HORSA INTERNATIONAL INC.,RUS,Russia
BROOME INVEST S.A.,RUS,Russia
SUNNYHOLME INTERNATIONAL LIMITED,RUS,Russia
CHILTON HOLDINGS S.A.,RUS,Russia
TRINWALD LIMITED,RUS,Russia
FALKIRK PROPERTIES LTD.,RUS,Russia
GOWERS HOLDINGS CORP.,RUS,Russia
SIXTH DIMENSION LTD.,RUS,Russia
STEVENS UNION GROUP INC.,RUS,Russia
BELONIA LIMITED,RUS,Russia
EXACT SERVICES LIMITED,RUS,Russia
NORTH WESTIN CORP.,RUS,Russia
ROBINSON TRADING LTD.,RUS,Russia
"R & M INVESTMENT, INC.",RUS,Russia
EDEBURG CONSULTING CORPORATION,RUS,Russia
MIDDLE EAST HOLDINGS LTD.,RUS,Russia
INVESTCORP LTD.,RUS,Russia
PROEKT INTERNATIONAL COMPANY LIMITED,RUS,Russia
KEMP TRADING LIMITED,RUS,Russia
LINUM ENTERPRISES LIMITED,RUS,Russia
SHILLINGFORD COMMERCIAL INC.,RUS,Russia
F.& G. GROUP LIMITED,RUS,Russia
ELKSAAB TRADING LIMITED,RUS,Russia
LEADOR LTD.,RUS,Russia
TURINGEN WERKE GMBH,RUS,Russia
PRISCO COMPANY LTD.   (ex RAINER CONCERN LTD.),RUS,Russia
GOSSAMER INVESTMENTS LTD.,RUS,Russia
ADEPT MANAGEMENT INC.,RUS,Russia
ARENBERG GRUPPE GMBH,RUS,Russia
U.T. TRADERS CORPORATION,RUS,Russia
WALKER GROUP LIMITED,RUS,Russia
P & O GROUP INC.,RUS,Russia
YOUNG STAR CORP.,RUS,Russia
DUNLOP TRADING INC.,RUS,Russia
TOBIN COMMERCIAL S.A.,RUS,Russia
MONTAGO INVESTMENTS INC.,RUS,Russia
VICING HOLDING LTD.,RUS,Russia
GOLD CROSS INC.,RUS,Russia
FLAGLER HOLDINGS INCORPORATED,RUS,Russia
KENFIELD INC.,RUS,Russia
ROWLETT LTD.,RUS,Russia
MULTON INTERNATIONAL CORP.,RUS,Russia
CERATERA GROUP S.A.,RUS,Russia
REAL SERVICE CABLE CORP.,RUS,Russia
NEWSTOVE IMPEX LTD.,RUS,Russia
KANNER IMPEX GMBH,RUS,Russia
DORLION INTERNATIONAL LTD.,RUS,Russia
FIRBANK LIMITED,RUS,Russia
MANZINI CORPORATION,RUS,Russia
IITP LTD.,RUS,Russia
GLAZ & SON CORP.,RUS,Russia
STELL TRADING CORP.,RUS,Russia
MACTONE GMBH,RUS,Russia
PERRY TRADING LIMITED,RUS,Russia
HELENA CORPORATION,RUS,Russia
DERWEN INTERNATIONAL LIMITED,RUS,Russia
MARINE MARKETING AND MANAGEMENT GMBH,RUS,Russia
DORNIER GMBH,RUS,Russia
DONNELLY VENTURES S.A.,RUS,Russia
"DILHORNE DISCOUNT HOUSE, INC.",RUS,Russia
PRIMROSE IMPEX LTD.,RUS,Russia
GKN INTERNATIONAL GMBH,RUS,Russia
PETROTIM SECURITIES LTD.,RUS,Russia
ZETLAND S.A.,RUS,Russia
ZION INTERNATIONAL GROUP S.A.,RUS,Russia
TRINITY INCORPORATED,RUS,Russia
FOLLET CORPORATION,RUS,Russia
MORLEY TRADE LTD.,RUS,Russia
MANTON TRADING CORPORATION,RUS,Russia
TAYLEX RESOURCES INC.,RUS,Russia
HACKNEY INVESTMENTS S.A.,RUS,Russia
BAILEY TRADING INC.,RUS,Russia
BARNSDALE INTERNATIONAL LIMITED,RUS,Russia
LIDDON SERVICES INC.,RUS,Russia
LEVERETT INCORPORATED,RUS,Russia
ABIGAL CONSULTING COMPANY INC.,RUS,Russia
GARDERE TRADING S.A.,RUS,Russia
LANDRY TRADING CORP.,RUS,Russia
CASTOR PROMOTIONS INC.,RUS,Russia
TAGAR INC.,RUS,Russia
EAST CONSTRUCTION INVEST PROJECT MANAGEMENT LIMITED,RUS,Russia
DELLOW INTERNATIONAL LIMITED,RUS,Russia
CORFIN INTERNATIONAL CORPORATION,RUS,Russia
PROTEX GROUP CORPORATION,RUS,Russia
ROBERVAL CORPORATION,RUS,Russia
RILSKIN CORPORATION,RUS,Russia
GLASSNER INTERNATIONAL INC.,RUS,Russia
ALFA HOLDINGS LTD.,RUS,Russia
Z. TOWER LIMITED,RUS,Russia
WERD CORPORATION,RUS,Russia
CONSOV LIMITED,RUS,Russia
WESTFALIA TRADERS GMBH,RUS,Russia
PRITEX GMBH,RUS,Russia
VALMECA UNIVERSAL S.A.,RUS,Russia
GERALD MANAGEMENT CORP.,RUS,Russia
HEYWOOD MANAGEMENT CORP.,RUS,Russia
DANSON ENTERPRISES INC.,RUS,Russia
AMBROSE ENTERPRISES LIMITED,RUS,Russia
AFRODITE GMBH,RUS,Russia
PELHAM INVESTMENTS INC.,RUS,Russia
MORVALE CONSULTANTS INC.,RUS,Russia
CALVERT LIMITED,RUS,Russia
HONEYSTONE PROPERTIES CORP.,RUS,Russia
"FARRELL ENTERPRISES, INC.",RUS,Russia
GOTA COMMERCIAL PARTNERSHIP LTD.,RUS,Russia
JOYNER INVESTMENTS LTD.,RUS,Russia
MIDLER TRADING LIMITED,RUS,Russia
POLONIA INVESTMENTS INSTITUTE LTD.,RUS,Russia
DM SCHIFFS MANAGEMENT GMBH,RUS,Russia
CASSA LIMITED,RUS,Russia
MATHESON GROUP LTD.,RUS,Russia
ELTRONIX GMBH,RUS,Russia
NORMANS SERVICES GROUP INC.,RUS,Russia
NAPIER INTERNATIONAL INC.,RUS,Russia
LONGDOWN TRADING S.A.,RUS,Russia
MANFRED WERKE GMBH,RUS,Russia
WHITE POINT LTD.,RUS,Russia
U.C. & I. CORP.,RUS,Russia
VOLANTE CONTRACTS LIMITED,RUS,Russia
ICELAND MANAGEMENT LTD.,RUS,Russia
PRETOR CORP.,RUS,Russia
ANTAREX CO-OPERATION INC.,RUS,Russia
ESTELL IMPEX CORPORATION,RUS,Russia
LAGO MERCHANTS CORPORATION,RUS,Russia
CENTRAL LINE INC.,RUS,Russia
WESTFALINGER GROUP GMBH,RUS,Russia
WESTMINCO LTD.,RUS,Russia
TRADING CENTER INC.,RUS,Russia
ZANGWILL INTERNATIONAL LTD.,RUS,Russia
VANDON TRADING LIMITED,RUS,Russia
ALDGATE TRADING GMBH,RUS,Russia
BECKER INTERNATIONAL GMBH,RUS,Russia
VELASCO ENTERPRISES S.A.,RUS,Russia
ZWIRNER HANDELS GMBH,RUS,Russia
LORIMER PROPERTY INC.,RUS,Russia
ANDRITEX LIMITED,RUS,Russia
XIRAM CORP.,RUS,Russia
KROK ENTERPRISES S.A.,RUS,Russia
YAMPOLSKY PROMOTION INC.,RUS,Russia
METRONOM LTD.,RUS,Russia
SEDAN INVESTMENT CORP.,RUS,Russia
SKONTO-TEK LIMITED,RUS,Russia
REHBAND PROMOTION INC.,RUS,Russia
V.A.S. LTD.,RUS,Russia
STRONG WORLDWIDE LTD.,RUS,Russia
DRESDNER FUNDS GMBH,RUS,Russia
REINARD MANAGEMENT GMBH,RUS,Russia
I.N. SALES & SUPPLIERS CO. LTD.,RUS,Russia
DAVID INTERNATIONAL LTD.,RUS,Russia
FINDEN INTERNATIONAL LTD.,RUS,Russia
RUSSELL LIMITED,RUS,Russia
GLOBAL & EDGE TECHNOLOGY INC.,RUS,Russia
OGSTON GMBH,RUS,Russia
POGSON IMPEX LTD.,RUS,Russia
WEBO GMBH,RUS,Russia
TOP-IX SERVICES LTD.,RUS,Russia
"CENTRALNAYA OPTOVAYA METALLOBAZA, INC.",RUS,Russia
QUEENSWOOD CORPORATION,RUS,Russia
IVYDAY GROUP S.A.,RUS,Russia
TULANE LIMITED,RUS,Russia
VISCO INTERNATIONAL GROUP LTD.,RUS,Russia
FIREBIRD ARTS INTERNATIONAL INC.,RUS,Russia
FREELAND TRADING CORPORATION,RUS,Russia
FORT WILLIAMS DEALERS INC.,RUS,Russia
INTERWOOD TRADE LTD.,RUS,Russia
WEST TECHNOLOGY CORPORATION,RUS,Russia
SELTIK EXCHANGE CORP.,RUS,Russia
ORMSBY SERVICES GROUP S.A.,RUS,Russia
JOYDENCE INCORPORATED,RUS,Russia
JEYMER INCORPORATED,RUS,Russia
OPENSHAW UNION LTD.,RUS,Russia
ICEROW INTERNATIONAL LIMITED,RUS,Russia
DISLER GmbH,RUS,Russia
TELSTRA IMPEX LTD.,RUS,Russia
BANSTOCK INVESTMENTS INC.,RUS,Russia
PAUL FUNDS GMBH,RUS,Russia
OLANSE INC.,RUS,Russia
BANTON HOLDINGS CORP.,RUS,Russia
FAMELI INC.,RUS,Russia
ANGUS ENTERPRISES GMBH,RUS,Russia
LEWESTON TRADING LIMITED,RUS,Russia
WALTER TRADING GMBH,RUS,Russia
MORPETH INTERNATIONAL INC.,RUS,Russia
ELMAR GROUP CORPORATION,RUS,Russia
IVERS WAY CORP.,RUS,Russia
"WEST MALL, INC.",RUS,Russia
KEVIN INCORPORATED,RUS,Russia
BUSINESS INTERNATIONAL TECHNOLOGY CORPORATION,RUS,Russia
BUXANY INC.,RUS,Russia
VERDALA HOLDINGS LIMITED,RUS,Russia
SHETLAND MANAGEMENT LTD.,RUS,Russia
PICKFORD INDUSTRIAL HOUSE LTD.,RUS,Russia
CONECO COMPANY LIMITED,RUS,Russia
R. SMITH INVESTMENTS INC.,RUS,Russia
QUEX INTERNATIONAL LTD.,RUS,Russia
INWILLE SERVICES INC.,RUS,Russia
WALTON LEGAL SERVICES LIMITED,RUS,Russia
DELTA-MODEL GROUP COMPANY LTD.,RUS,Russia
FLIKETT S.A.,RUS,Russia
SAWYER CORP.,RUS,Russia
GLORY TRADING CORPORATION LTD.,RUS,Russia
"HARPER TRADING, LTD.",RUS,Russia
EUROPEAN ENTERPRISES CORP.,RUS,Russia
EAGLE CONNECTIONS INC.,RUS,Russia
HYSON TRADING INC.,RUS,Russia
M & M COMMERCIAL MARKET GMBH,RUS,Russia
CORKES S.A.,RUS,Russia
LEGAL FACILITIES INSTITUTION CORPORATION,RUS,Russia
GHR CO. LTD.,RUS,Russia
GARNETT GRUPPE GMBH,RUS,Russia
OIL TOOLS TECHNOLOGIES S.A.,RUS,Russia
"ADLEN, INC.",RUS,Russia
DUNOON HOLDINGS CORPORATION,RUS,Russia
AMES INVESTMENTS CORPORATION,RUS,Russia
LANDIS TRADING CORP.,RUS,Russia
DAWSON ASSOCIATES CORP.,RUS,Russia
MARSO IMPORT/EXPORT S.A.,RUS,Russia
SPLENDID GMBH,RUS,Russia
NEON INVESTITION GMBH,RUS,Russia
ALTECHNA INTERNATIONAL INC.,RUS,Russia
BRADSHAW CORPORATION,RUS,Russia
BURFORD INTERNATIONAL INC.,RUS,Russia
SALVO LTD.,RUS,Russia
PALMERSTON TRADING INC.,RUS,Russia
WILLIAM TRADING LIMITED,RUS,Russia
ARENA IMPEX LTD.,RUS,Russia
NORRIS INTERGRATION LTD.,RUS,Russia
BALTIMORE MARKETING INC.,RUS,Russia
STP INTERNATIONAL LIMITED,RUS,Russia
LANS ADVERTISING CO. LTD,RUS,Russia
DE BOIS COMPANY LIMITED,RUS,Russia
FARATEX COMPANY LTD.,RUS,Russia
SDV INVESTMENTS COMPANY LIMITED,RUS,Russia
STRATTON IMPEX GMBH,RUS,Russia
SABRES INTERNATIONAL LTD.,RUS,Russia
EASTERN COMPUTER SYSTEMS LIMITED,RUS,Russia
UNIVERSAL CARGO CORP.,RUS,Russia
BULLFINCII LTD.,RUS,Russia
NATIONAL AGENCY OF STRATEGIC PLANNING LTD.,RUS,Russia
MONFORT INTERNATIONAL INC.,RUS,Russia
ORPOT CORPORATION LTD.,RUS,Russia
EASTEN MID CORPORATION LTD.,RUS,Russia
JUTLAND TRADING LIMITED,RUS,Russia
BERGTOL CORPORATION,RUS,Russia
ESSEN WERKE GMBH,RUS,Russia
BONN MANAGEMENT GmbH,RUS,Russia
OVERDALE REAL ESTATE CORPORATION,RUS,Russia
LYTTON INTERNATIONAL TRADING INC.,RUS,Russia
OVERMEAD INCORPORATED,RUS,Russia
INGLISS LIMITED,RUS,Russia
YLEM ENTERPRISES INC.,RUS,Russia
UND HOLDING GMBH,RUS,Russia
DIXON FOUNDATION INC.,RUS,Russia
SETTLE COMMERCIAL PARTNERSHIP LTD.,RUS,Russia
LINKA CORPORATION S.A.,RUS,Russia
NICITA CORPORATION,RUS,Russia
GERRARD CORPORATION,RUS,Russia
ZEAL CORPORATION,RUS,Russia
BACON TRADING LTD.,RUS,Russia
ABS TRADING LIMITED,RUS,Russia
TECHNOLOGY EQUIPMENT LTD.,RUS,Russia
ALDRIDGE MANAGEMENT INC.,RUS,Russia
MARIS SERVICES INC.,RUS,Russia
BERHAD IMPEX LTD.,RUS,Russia
IREN SECURITIES LTD.,RUS,Russia
BEYSS INVESTMENTS GMBH,RUS,Russia
HEDLAND OVERSEAS INCORPORATED,RUS,Russia
EXPERT MANAGEMENT LTD.,RUS,Russia
EDMUND MANAGEMENT CORP.,RUS,Russia
S & L UNION GROUP LIMITED,RUS,Russia
QUATERNION INVESTMENTS LTD.,RUS,Russia
LEICESTER TRADING CORP.,RUS,Russia
LAURA CORP.,RUS,Russia
GOLDENE SCHAFFELL GMBH,RUS,Russia
DUALIT LIMITED,RUS,Russia
YARDWELL CORPORATION,RUS,Russia
Z. I. INTERNATIONAL LTD.,RUS,Russia
EURAST HOLDINGS S.A.,RUS,Russia
MACO TRADING COMPANY LIMITED,RUS,Russia
BALTIC GROUP INVESTMENTS LTD.,RUS,Russia
WEST CONSULTING CORPORATION,RUS,Russia
WEST BERLINER FUNDS GMBH,RUS,Russia
CDK ENTERPRISES LTD.,RUS,Russia
PIERCE INVESTMENT LTD.,RUS,Russia
HALPIN GMBH,RUS,Russia
ORION CORPORATION,RUS,Russia
BETECOM LIMITED,RUS,Russia
PETTIT S.A.,RUS,Russia
COBURG MANAGEMENT GMBH,RUS,Russia
NURNBERG WERKE GMBH,RUS,Russia
RAWLEY GROUP LTD.,RUS,Russia
AMERICOM COMMERCIAL PARTNERSHIP LTD.,RUS,Russia
DALKEITH INVEST CORP.,RUS,Russia
HATTON CONSULTING GROUP LTD.,RUS,Russia
HOCHSTRASSER IMPEX  GMBH,RUS,Russia
"RUSSIAN EXPRESS, INC.",RUS,Russia
INGLEWOOD INVESTBAY   GMBH,RUS,Russia
"RATNEP CO., LTD.",RUS,Russia
FERROZELL GMBH,RUS,Russia
INTEGRAL SOLUTIONS CORP.,RUS,Russia
DIAMOND LINE CORPORATION,RUS,Russia
PIRELLI VENTURES LIMITED,RUS,Russia
FRANKFURTER FUNDS MANAGEMENT GMBH,RUS,Russia
VERFAHREN INVESTITIONS GMBH,RUS,Russia
IMPILLIARD INC.,RUS,Russia
VESPER MANAGEMENT INC.,RUS,Russia
CYRUS MANAGEMENT INC.,RUS,Russia
YUILL PROMOTION S. A.,RUS,Russia
ROQUEL INTERNATIONAL   GMBH,RUS,Russia
HANSA NORD GMBH,RUS,Russia
RAYMOND INVESTMENTS LTD.,RUS,Russia
PIRELLI  GROUP S. A.,RUS,Russia
FARIDA INCORPORATED,RUS,Russia
WALDER TRADING S.A.,RUS,Russia
VESTEY LIMITED,RUS,Russia
VIENA INDUSTRIES LTD.,RUS,Russia
JACQUELYN GMBH,RUS,Russia
THUROPLAST SUPPLIERS INCORPORATED,RUS,Russia
A. Z. INTERNATIONAL INC.,RUS,Russia
EMILY S.A.,RUS,Russia
UNIBOARD LTD.,RUS,Russia
HANSART TRADERS S.A.,RUS,Russia
LOCKESLEY SERVICES LIMITED,RUS,Russia
MERTON TRADING LIMITED,RUS,Russia
SWINTON INTERNATIONAL LTD.,RUS,Russia
WESTLAKE MANAGEMENT LIMITED,RUS,Russia
UNIVERSAL PROJECTS CORP.,RUS,Russia
TYTHERTON SERVICES INC.,RUS,Russia
JOHN BROWN LTD.,AZE,Azerbaijan
WESTOCK LTD.,RUS,Russia
FANSHAW TRADING LTD.,RUS,Russia
UNIVERSAL PROGRAMS CORP.,RUS,Russia
BARLEY TRADING CORP.,RUS,Russia
DANIELA MANAGEMENT CORPORATION,RUS,Russia
GRUBER COMMERCIAL MARKET GMBH,RUS,Russia
OPTIMA PROJECTS LIMITED,RUS,Russia
DENISON LIMITED,RUS,Russia
HARTBERG INC.,RUS,Russia
EXIMARCO OVERSEAS ENTERPRISES LIMITED,RUS,Russia
EQUAL HOLDINGS CORP.,RUS,Russia
SIEGFRIED GRUPPE GMBH,RUS,Russia
UNION GOLD INTERNATIONAL LIMITED,RUS,Russia
GREAT KING INVESTMENTS LIMITED,RUS,Russia
HABERLAND INDUSTRIES CORP.,RUS,Russia
ZANDER WORLDWIDE GMBH,RUS,Russia
TRANS MARMEX INC.,RUS,Russia
LIPTON TRADERS INC.,RUS,Russia
FLINT TRADING LTD.,RUS,Russia
AURORA SHIPPING INC.,RUS,Russia
DEGRU IMPEX GMBH,RUS,Russia
DALE TRADING LTD.,RUS,Russia
MORTON S.A.,RUS,Russia
BUSH AC LTD.,RUS,Russia
ANGLO-SWISS HOLDING INC.,RUS,Russia
BART CENTURY CORP.,RUS,Russia
GOLDBOND INVESTMENTS LIMITED,RUS,Russia
MONTOLY COMPANY LIMITED,RUS,Russia
SOFTPRO INC.,RUS,Russia
HOPSPUR GMBH,RUS,Russia
ANTALYA MAGIC INC.,RUS,Russia
SOUTHSEA PROMOTION LIMITED,RUS,Russia
MAGDALEN INTERNATIONAL INC.,RUS,Russia
SHERIDAN TRADING CORPORATION,RUS,Russia
THOMAS TRADING LIMITED,RUS,Russia
INTERNATIONAL DIRECTORS LIMITED,RUS,Russia
L.S. INTERNATIONAL CORP.,RUS,Russia
KARL SERVICES LIMITED,RUS,Russia
HAMBLETT VENTURES CORP.,RUS,Russia
LURCOTT CORPORATION,RUS,Russia
ROTARY LIMITED,RUS,Russia
JENVILLE HOLDINGS CORP.,RUS,Russia
LEESVILLE ENTERPRISES LIMITED,RUS,Russia
BETHNEL INVEST S.A.,RUS,Russia
POWELL INDUSTRIES   GMBH,RUS,Russia
SINCLAIR LIMITED,RUS,Russia
BFG HOLDINGS LTD.,RUS,Russia
STEKEL GRUPPE GMBH,RUS,Russia
B.M.T. ENTERPRISES CO. LTD.,RUS,Russia
SWISS BROKERS LTD.,RUS,Russia
WIDEX INVESTMENTS LTD.,RUS,Russia
PENNY LANE INVESTMENTS INC.,RUS,Russia
FOREIGN TRADE DRAGON LTD.,RUS,Russia
CHERTSEY INTERNATIONAL LTD.,RUS,Russia
DELVIN INTERNATIONAL GROUP INC.,RUS,Russia
CAYTON INVESTMENTS LIMITED,RUS,Russia
FOXLEY ENTERPRISES LIMITED,RUS,Russia
SHARMAN INCORPORATED,RUS,Russia
EURO-WORLDWIDE SERVICES LIMITED,RUS,Russia
MERCURE INTERNATIONAL CORP.,RUS,Russia
FOSTER S.A.,RUS,Russia
RAFTER ENTERPRISES LTD.,RUS,Russia
HURLFORD INCORPORATED,RUS,Russia
GRANDVALLEY S.A.,RUS,Russia
SAFFORD CORPORATION,RUS,Russia
EUROLAND INTERNATIONAL INC.,RUS,Russia
INTERNATIONAL SECRETARY SERVICES LIMITED,RUS,Russia
AMBERLEY INTERNATIONAL LIMITED,RUS,Russia
BATSON TRADERS LIMITED,RUS,Russia
LEVERTON INTERNATIONAL LIMITED,RUS,Russia
MOSSINGTON DISTRIBUTIONS CORP.,RUS,Russia
NAFTA S.A.,RUS,Russia
BULLITT INDUSTRIES   GMBH,RUS,Russia
MARINE CONSTRUCTION S. A.,RUS,Russia
KLOSS SERVICES CORPORATION,RUS,Russia
DITCH ENGINEERING GMBH,RUS,Russia
BRENDON COMMERCE GMBH,RUS,Russia
INTER-EUROPE COMMERCIAL PARTNERSHIP LIMITED,RUS,Russia
POLIGRAPHIC EQUIPMENT LTD.,RUS,Russia
WOMBAT LIMITED,RUS,Russia
ECO LAIT INC.,RUS,Russia
CAXTON MANAGEMENT LIMITED,RUS,Russia
OBERLIN INVESTMENTS LTD.,RUS,Russia
PORTEX LIMITED,RUS,Russia
KUK TRADING LTD.,RUS,Russia
SERVICE CENTRE OF T.G. INC.,RUS,Russia
IFABANQ INVESTMENTS LTD.,RUS,Russia
WEBER INTERNATIONAL INC.,RUS,Russia
DUSSEK GMBH,RUS,Russia
DELIGHT INTERNATIONAL INC.,RUS,Russia
DEEPFLY LIMITED,RUS,Russia
DELMER IMPEX GMBH,RUS,Russia
KREGLINGER & FERNAU GMBH,RUS,Russia
GRABEN INTERNATIONAL LIMITED,RUS,Russia
INTERNATIONAL NOMINEES LIMITED,RUS,Russia
LANDFROST ENTERPRISES LIMITED,RUS,Russia
BOWSTRING TRADING CORP.,RUS,Russia
RICHMOND UNION GROUP LTD.,RUS,Russia
FAULKNER INTERNATIONAL GROUP S.A.,RUS,Russia
WALFORD CORPORATION,RUS,Russia
ZELLER GMBH,RUS,Russia
GAINFORD INCORPORATED,RUS,Russia
LAMBOURN INTERNATIONAL LTD.,RUS,Russia
PAXTON GROUP LIMITED,RUS,Russia
QUDDOS GMBH,RUS,Russia
LYNTRESS IMPEX CORPORATION,RUS,Russia
LORAINE LIMITED,RUS,Russia
MIRABEL INTERNATIONAL LTD.,RUS,Russia
LBS TRADERS GMBH,RUS,Russia
RENGIFO S.A.,RUS,Russia
KIRCHNER CORPORATION,RUS,Russia
LANDON ENGINEERING S.A.,RUS,Russia
BARRIT LEGAL SERVICES LIMITED,RUS,Russia
ARIADNA LIMITED,RUS,Russia
CONNEL MANAGEMENT S.A.,RUS,Russia
MACAWBER INDUSTRIES LTD.,RUS,Russia
KENNAN INDUSTRIES LTD.,RUS,Russia
KENLEY TRADING CORP.,RUS,Russia
OVERHILL INTERNATIONAL INC.,RUS,Russia
OLVESTON TRADING CO. LTD.,RUS,Russia
HUXLEY INVESTMENTS LIMITED,RUS,Russia
SANPAOLO EXCHANGE S.A.,RUS,Russia
EDMUND CORPORATION,RUS,Russia
EXWISER INC.,RUS,Russia
ATEGO GMBH,RUS,Russia
GEOPUNKT GMBH,RUS,Russia
ELIAN INC.,RUS,Russia
LEUMI CREDITS INVESTMENT INSTITUTE INC.,RUS,Russia
AVIAFUND INVESTMENTS LTD.,RUS,Russia
TROPICAL TOURS LTD.,RUS,Russia
HAREFIELD INVESTMENTS INC.,RUS,Russia
HARBINGER HOLDINGS S.A.,RUS,Russia
KRAFT HELS GMBH,RUS,Russia
BLAZE ENTERPRISES LTD.,RUS,Russia
HOWE FOUNDATION INC.,RUS,Russia
INGRAM GRUPPE   GMBH,RUS,Russia
HONST TRADING GMBH,RUS,Russia
COLUMBA S.A.,RUS,Russia
TAURUS TRADING GMBH,RUS,Russia
CONCORD-OHIO LTD.,RUS,Russia
SINGER CORPORATION,RUS,Russia
BASKOM IMPEX GMBH,RUS,Russia
U.C.B. GROUP LIMITED,RUS,Russia
NOEL HOLDINGS INC.,RUS,Russia
WOLLERG TRADERS LTD.,RUS,Russia
KONRAD ENTERPRISES S.A.,RUS,Russia
MARSTON WERKE GMBH,RUS,Russia
T.F.M. INTERNATIONAL CORPORATION,RUS,Russia
KRONBERG GMBH,RUS,Russia
ERNST SALES & SUPPLIERS CO. LTD.,RUS,Russia
ALDRICH CORPORATION,RUS,Russia
NIMAX IMPORT-EXPORT GMBH,RUS,Russia
M.K. SALES & SUPPLIERS CO. LTD.,RUS,Russia
WORMS COMMERCIAL PARTNERSHIP LIMITED,RUS,Russia
BFK TRADERS GMBH,RUS,Russia
RICHCOM GROUP INC.,RUS,Russia
HASSELL IMPEX GMBH,RUS,Russia
D & L GROUP INC.,RUS,Russia
UNIMIK LTD.,RUS,Russia
CONSULTING GROUP CORPORATION,RUS,Russia
MOXON INVESTMENTS S.A.,RUS,Russia
VAST VENTURES LIMITED,RUS,Russia
DICKENS INCORPORATED,RUS,Russia
ANGEL PUBLICATIONS LIMITED,RUS,Russia
KAYLEE HOLDINGS LIMITED,RUS,Russia
ICD TRADING CORPORATION,RUS,Russia
SHIPTON HOLDINGS S.A.,RUS,Russia
RIMEX CORP.,RUS,Russia
DANEHURST INVESTMENTS LTD.,RUS,Russia
EUROLUX S.A.,RUS,Russia
DAIMLER INDUSTRIES S.A.,RUS,Russia
ENSIGN INDUSTRIES LTD.,RUS,Russia
DENNIS CORPORATION,RUS,Russia
TRANSO GROUP S.A.,RUS,Russia
DEROR COMPANY LIMITED,RUS,Russia
VENTOR INCORPORATED,RUS,Russia
A-GROUP CORP.,RUS,Russia
TVB GRUPPE GMBH,RUS,Russia
VICTORIA INC.,RUS,Russia
ESPARCO E.A. INC.,RUS,Russia
BIOTEST PHARMA GMBH,RUS,Russia
AMESBURY MANAGEMENT LIMITED,RUS,Russia
ODDE GMBH,RUS,Russia
SEYTON INC.,RUS,Russia
VERTEX GROUP LIMITED,RUS,Russia
K.J.F. UNIVERSAL CORP.,RUS,Russia
YATES INVESTBAY   GMBH,RUS,Russia
CAPPER WORLDWIDE LTD.,RUS,Russia
MCILGORM INC.,RUS,Russia
STILITRON CORPORATION,RUS,Russia
WILLBROSS GMBH,RUS,Russia
UNIVERSAL CARRIER & FORWARDING CORPORATION,RUS,Russia
LOCKPORT DEVELOPMENTS LTD.,RUS,Russia
AILLON SERVICES GMBH,RUS,Russia
WYSS INCORPORATED,RUS,Russia
PHS HOLDINGS LIMITED,RUS,Russia
